verb	bias	total_count	year_count
hit	neither	74287	[('1747', 1), ('1751', 3), ('1760', 3), ('1768', 1), ('1770', 3), ('1784', 2), ('1785', 1), ('1786', 1), ('1789', 2), ('1797', 9), ('1801', 3), ('1802', 7), ('1803', 2), ('1804', 20), ('1806', 18), ('1808', 21), ('1810', 11), ('1811', 2), ('1814', 5), ('1816', 10), ('1817', 3), ('1818', 2), ('1819', 5), ('1820', 7), ('1821', 5), ('1822', 48), ('1823', 16), ('1824', 55), ('1825', 9), ('1826', 11), ('1827', 146), ('1828', 12), ('1829', 41), ('1830', 6), ('1831', 23), ('1832', 126), ('1833', 72), ('1834', 133), ('1835', 8), ('1836', 46), ('1837', 14), ('1838', 10), ('1839', 23), ('1840', 17), ('1841', 33), ('1842', 61), ('1843', 30), ('1844', 19), ('1845', 42), ('1846', 39), ('1847', 86), ('1848', 30), ('1849', 124), ('1850', 55), ('1851', 146), ('1852', 49), ('1853', 60), ('1854', 50), ('1855', 68), ('1856', 85), ('1857', 61), ('1858', 70), ('1859', 60), ('1860', 69), ('1861', 69), ('1862', 47), ('1863', 24), ('1864', 120), ('1865', 41), ('1866', 77), ('1867', 62), ('1868', 170), ('1869', 173), ('1870', 62), ('1871', 111), ('1872', 61), ('1873', 121), ('1874', 301), ('1875', 132), ('1876', 71), ('1877', 66), ('1878', 69), ('1879', 195), ('1880', 106), ('1881', 129), ('1882', 145), ('1883', 330), ('1884', 162), ('1885', 229), ('1886', 126), ('1887', 112), ('1888', 317), ('1889', 158), ('1890', 257), ('1891', 280), ('1892', 208), ('1893', 186), ('1894', 305), ('1895', 257), ('1896', 189), ('1897', 216), ('1898', 316), ('1899', 475), ('1900', 215), ('1901', 232), ('1902', 278), ('1903', 316), ('1904', 305), ('1905', 260), ('1906', 388), ('1907', 378), ('1908', 281), ('1909', 261), ('1910', 430), ('1911', 389), ('1912', 321), ('1913', 356), ('1914', 316), ('1915', 287), ('1916', 339), ('1917', 286), ('1918', 204), ('1919', 228), ('1920', 455), ('1921', 203), ('1922', 368), ('1923', 350), ('1924', 420), ('1925', 430), ('1926', 152), ('1927', 220), ('1928', 194), ('1929', 211), ('1930', 175), ('1931', 155), ('1932', 163), ('1933', 123), ('1934', 109), ('1935', 265), ('1936', 184), ('1937', 325), ('1938', 236), ('1939', 277), ('1940', 275), ('1941', 172), ('1942', 273), ('1943', 160), ('1944', 112), ('1945', 259), ('1946', 256), ('1947', 186), ('1948', 273), ('1949', 272), ('1950', 353), ('1951', 391), ('1952', 386), ('1953', 315), ('1954', 251), ('1955', 255), ('1956', 218), ('1957', 352), ('1958', 289), ('1959', 623), ('1960', 569), ('1961', 622), ('1962', 437), ('1963', 555), ('1964', 246), ('1965', 306), ('1966', 412), ('1967', 516), ('1968', 1297), ('1969', 628), ('1970', 503), ('1971', 410), ('1972', 314), ('1973', 428), ('1974', 574), ('1975', 306), ('1976', 411), ('1977', 419), ('1978', 352), ('1979', 456), ('1980', 413), ('1981', 414), ('1982', 364), ('1983', 549), ('1984', 485), ('1985', 609), ('1986', 464), ('1987', 581), ('1988', 613), ('1989', 604), ('1990', 748), ('1991', 685), ('1992', 699), ('1993', 724), ('1994', 969), ('1995', 954), ('1996', 774), ('1997', 840), ('1998', 986), ('1999', 1076), ('2000', 1460), ('2001', 1567), ('2002', 1890), ('2003', 2337), ('2004', 3132), ('2005', 2416), ('2006', 2734), ('2007', 3785), ('2008', 6223)]
hit	modifier	25613	[('1767', 1), ('1799', 2), ('1800', 3), ('1804', 1), ('1806', 4), ('1807', 2), ('1815', 8), ('1816', 2), ('1817', 4), ('1818', 1), ('1819', 1), ('1820', 12), ('1821', 4), ('1822', 7), ('1823', 5), ('1824', 10), ('1825', 30), ('1826', 4), ('1828', 2), ('1829', 4), ('1830', 7), ('1831', 14), ('1832', 7), ('1833', 42), ('1834', 6), ('1835', 4), ('1836', 6), ('1837', 6), ('1838', 1), ('1839', 41), ('1840', 12), ('1841', 21), ('1842', 17), ('1843', 40), ('1844', 15), ('1845', 18), ('1846', 24), ('1847', 9), ('1848', 13), ('1849', 31), ('1850', 12), ('1851', 15), ('1852', 66), ('1853', 22), ('1854', 43), ('1855', 37), ('1856', 94), ('1857', 66), ('1858', 49), ('1859', 48), ('1860', 63), ('1861', 65), ('1862', 4), ('1863', 11), ('1864', 83), ('1865', 27), ('1866', 61), ('1867', 68), ('1868', 26), ('1869', 42), ('1870', 38), ('1871', 81), ('1872', 41), ('1873', 37), ('1874', 69), ('1875', 69), ('1876', 27), ('1877', 34), ('1878', 99), ('1879', 73), ('1880', 58), ('1881', 122), ('1882', 128), ('1883', 80), ('1884', 99), ('1885', 97), ('1886', 24), ('1887', 82), ('1888', 51), ('1889', 61), ('1890', 86), ('1891', 113), ('1892', 143), ('1893', 150), ('1894', 53), ('1895', 140), ('1896', 137), ('1897', 153), ('1898', 95), ('1899', 218), ('1900', 209), ('1901', 178), ('1902', 232), ('1903', 44), ('1904', 241), ('1905', 112), ('1906', 177), ('1907', 192), ('1908', 155), ('1909', 187), ('1910', 191), ('1911', 171), ('1912', 151), ('1913', 142), ('1914', 79), ('1915', 102), ('1916', 134), ('1917', 135), ('1918', 114), ('1919', 172), ('1920', 129), ('1921', 133), ('1922', 253), ('1923', 110), ('1924', 205), ('1925', 152), ('1926', 146), ('1927', 104), ('1928', 121), ('1929', 67), ('1930', 73), ('1931', 100), ('1932', 76), ('1933', 63), ('1934', 95), ('1935', 35), ('1936', 97), ('1937', 141), ('1938', 64), ('1939', 65), ('1940', 83), ('1941', 55), ('1942', 143), ('1943', 26), ('1944', 63), ('1945', 53), ('1946', 106), ('1947', 84), ('1948', 83), ('1949', 124), ('1950', 162), ('1951', 83), ('1952', 139), ('1953', 198), ('1954', 109), ('1955', 81), ('1956', 138), ('1957', 181), ('1958', 93), ('1959', 147), ('1960', 120), ('1961', 175), ('1962', 263), ('1963', 210), ('1964', 88), ('1965', 131), ('1966', 165), ('1967', 220), ('1968', 212), ('1969', 206), ('1970', 172), ('1971', 130), ('1972', 143), ('1973', 88), ('1974', 152), ('1975', 87), ('1976', 137), ('1977', 213), ('1978', 94), ('1979', 155), ('1980', 124), ('1981', 137), ('1982', 121), ('1983', 271), ('1984', 81), ('1985', 143), ('1986', 152), ('1987', 190), ('1988', 148), ('1989', 159), ('1990', 125), ('1991', 171), ('1992', 239), ('1993', 174), ('1994', 156), ('1995', 257), ('1996', 240), ('1997', 164), ('1998', 227), ('1999', 195), ('2000', 346), ('2001', 380), ('2002', 347), ('2003', 415), ('2004', 800), ('2005', 492), ('2006', 766), ('2007', 1352), ('2008', 2581)]
whack	neither	852	[('1856', 1), ('1857', 4), ('1865', 1), ('1891', 5), ('1897', 66), ('1898', 14), ('1899', 33), ('1900', 5), ('1902', 12), ('1903', 35), ('1904', 5), ('1905', 4), ('1906', 20), ('1909', 95), ('1910', 25), ('1911', 7), ('1913', 33), ('1914', 11), ('1915', 22), ('1916', 3), ('1920', 4), ('1923', 2), ('1925', 4), ('1928', 11), ('1932', 3), ('1937', 16), ('1945', 1), ('1951', 2), ('1954', 2), ('1955', 2), ('1957', 37), ('1958', 4), ('1959', 8), ('1962', 4), ('1963', 6), ('1965', 11), ('1966', 1), ('1968', 11), ('1969', 16), ('1971', 7), ('1972', 5), ('1973', 2), ('1974', 17), ('1979', 8), ('1980', 2), ('1983', 11), ('1992', 1), ('1995', 4), ('1996', 12), ('1997', 12), ('1998', 1), ('1999', 14), ('2000', 33), ('2001', 1), ('2002', 5), ('2003', 10), ('2004', 37), ('2005', 20), ('2006', 24), ('2007', 10), ('2008', 70)]
whack	modifier	381	[('1875', 2), ('1878', 1), ('1879', 1), ('1883', 1), ('1890', 2), ('1893', 2), ('1896', 2), ('1899', 3), ('1901', 22), ('1902', 10), ('1903', 8), ('1904', 4), ('1907', 1), ('1909', 33), ('1913', 3), ('1914', 1), ('1915', 2), ('1916', 4), ('1917', 7), ('1918', 1), ('1919', 1), ('1922', 12), ('1923', 1), ('1924', 6), ('1926', 2), ('1927', 7), ('1928', 1), ('1929', 4), ('1930', 1), ('1933', 5), ('1935', 2), ('1943', 4), ('1945', 2), ('1946', 6), ('1950', 1), ('1951', 1), ('1952', 2), ('1953', 6), ('1954', 1), ('1957', 6), ('1958', 2), ('1962', 1), ('1963', 3), ('1965', 1), ('1966', 1), ('1967', 1), ('1968', 1), ('1969', 1), ('1970', 3), ('1972', 2), ('1974', 2), ('1975', 1), ('1978', 2), ('1979', 4), ('1980', 1), ('1983', 3), ('1985', 3), ('1987', 1), ('1990', 3), ('1991', 3), ('1992', 2), ('1993', 1), ('1994', 28), ('1995', 10), ('1996', 4), ('1997', 1), ('1998', 29), ('1999', 11), ('2000', 12), ('2001', 4), ('2002', 4), ('2003', 1), ('2004', 9), ('2005', 9), ('2006', 4), ('2007', 12), ('2008', 20)]
whack	instrument	382	[('1891', 7), ('1897', 32), ('1898', 8), ('1899', 31), ('1900', 7), ('1901', 2), ('1902', 12), ('1904', 2), ('1905', 3), ('1910', 35), ('1911', 3), ('1920', 3), ('1923', 2), ('1925', 3), ('1932', 2), ('1937', 12), ('1943', 2), ('1945', 2), ('1951', 2), ('1954', 2), ('1955', 2), ('1957', 4), ('1958', 4), ('1959', 8), ('1962', 4), ('1963', 2), ('1965', 4), ('1969', 8), ('1971', 4), ('1972', 4), ('1974', 2), ('1975', 2), ('1979', 8), ('1987', 1), ('1992', 2), ('1994', 2), ('1995', 3), ('1996', 2), ('1999', 2), ('2001', 1), ('2002', 4), ('2003', 5), ('2004', 19), ('2005', 9), ('2006', 10), ('2007', 14), ('2008', 80)]
whack	no_with	69	[('1922', 18), ('1931', 1), ('1939', 33), ('1961', 6), ('1987', 3), ('1996', 3), ('1999', 2), ('2002', 3)]
pet	modifier	1602	[('1831', 2), ('1833', 1), ('1834', 1), ('1836', 1), ('1840', 5), ('1841', 1), ('1843', 2), ('1844', 2), ('1846', 2), ('1848', 2), ('1851', 3), ('1852', 1), ('1853', 2), ('1854', 3), ('1856', 2), ('1857', 2), ('1858', 3), ('1859', 1), ('1860', 23), ('1861', 2), ('1862', 3), ('1864', 1), ('1866', 4), ('1868', 2), ('1869', 1), ('1870', 5), ('1871', 25), ('1872', 5), ('1873', 12), ('1874', 2), ('1875', 4), ('1878', 1), ('1879', 8), ('1880', 16), ('1881', 2), ('1882', 1), ('1883', 1), ('1884', 21), ('1885', 31), ('1886', 4), ('1887', 6), ('1888', 4), ('1889', 9), ('1890', 15), ('1891', 4), ('1892', 4), ('1893', 10), ('1894', 6), ('1895', 6), ('1896', 13), ('1897', 16), ('1898', 11), ('1899', 61), ('1900', 46), ('1901', 3), ('1902', 2), ('1903', 5), ('1904', 2), ('1905', 64), ('1907', 9), ('1908', 6), ('1909', 9), ('1910', 10), ('1912', 6), ('1913', 8), ('1914', 4), ('1915', 3), ('1917', 2), ('1919', 3), ('1920', 3), ('1921', 4), ('1923', 4), ('1924', 1), ('1925', 18), ('1927', 5), ('1928', 3), ('1929', 4), ('1930', 1), ('1932', 1), ('1933', 12), ('1934', 3), ('1935', 3), ('1936', 2), ('1937', 9), ('1938', 3), ('1942', 1), ('1943', 5), ('1944', 3), ('1946', 1), ('1947', 20), ('1948', 5), ('1949', 7), ('1950', 13), ('1951', 2), ('1954', 19), ('1955', 10), ('1956', 3), ('1957', 4), ('1960', 24), ('1961', 11), ('1963', 10), ('1964', 12), ('1966', 2), ('1967', 6), ('1968', 14), ('1969', 1), ('1970', 7), ('1971', 9), ('1972', 14), ('1973', 13), ('1974', 12), ('1980', 1), ('1981', 3), ('1983', 1), ('1986', 5), ('1987', 6), ('1988', 8), ('1989', 11), ('1990', 7), ('1991', 3), ('1992', 16), ('1993', 6), ('1994', 4), ('1995', 6), ('1996', 13), ('1997', 4), ('1998', 11), ('1999', 12), ('2000', 22), ('2001', 19), ('2002', 14), ('2003', 40), ('2004', 101), ('2005', 115), ('2006', 101), ('2007', 89), ('2008', 123)]
pet	neither	537	[('1782', 1), ('1834', 8), ('1846', 2), ('1847', 3), ('1848', 1), ('1849', 8), ('1850', 7), ('1852', 4), ('1853', 2), ('1854', 98), ('1857', 4), ('1858', 3), ('1859', 1), ('1861', 2), ('1862', 1), ('1864', 3), ('1866', 1), ('1875', 1), ('1876', 3), ('1882', 1), ('1883', 5), ('1884', 1), ('1886', 1), ('1887', 1), ('1890', 1), ('1892', 4), ('1894', 1), ('1896', 1), ('1897', 3), ('1900', 2), ('1901', 1), ('1902', 1), ('1903', 1), ('1905', 5), ('1908', 1), ('1913', 1), ('1916', 1), ('1919', 1), ('1920', 1), ('1921', 2), ('1925', 2), ('1927', 5), ('1929', 1), ('1932', 1), ('1935', 2), ('1936', 1), ('1937', 18), ('1941', 6), ('1943', 2), ('1947', 5), ('1949', 2), ('1950', 2), ('1955', 4), ('1960', 2), ('1962', 2), ('1963', 3), ('1966', 2), ('1967', 2), ('1969', 1), ('1972', 3), ('1973', 1), ('1974', 3), ('1975', 1), ('1981', 42), ('1983', 4), ('1987', 1), ('1988', 3), ('1989', 2), ('1990', 2), ('1993', 1), ('1994', 25), ('1995', 21), ('1996', 10), ('1997', 7), ('1998', 2), ('1999', 6), ('2000', 12), ('2001', 4), ('2002', 6), ('2003', 9), ('2004', 16), ('2005', 11), ('2006', 16), ('2007', 29), ('2008', 48)]
pet	instrument	200	[('1849', 40), ('1850', 30), ('1852', 20), ('1853', 10), ('1858', 10), ('1864', 2), ('1875', 4), ('1876', 3), ('1881', 1), ('1882', 1), ('1886', 3), ('1887', 1), ('1890', 2), ('1894', 2), ('1897', 1), ('1900', 2), ('1905', 4), ('1906', 1), ('1921', 2), ('1927', 2), ('1937', 14), ('1941', 4), ('1947', 2), ('1955', 4), ('1963', 2), ('1994', 4), ('1995', 1), ('2004', 2), ('2007', 12), ('2008', 14)]
pet	no_with	99	[('1885', 15), ('1890', 5), ('1893', 5), ('1907', 5), ('1908', 5), ('1947', 5), ('1948', 5), ('1951', 5), ('1990', 1), ('1994', 8), ('1995', 5), ('1996', 3), ('1997', 2), ('2004', 5), ('2005', 5), ('2006', 10), ('2008', 10)]
pick	modifier	27262	[('1766', 1), ('1772', 2), ('1796', 2), ('1801', 25), ('1803', 6), ('1804', 10), ('1808', 18), ('1809', 3), ('1810', 3), ('1811', 2), ('1812', 17), ('1813', 14), ('1814', 20), ('1816', 15), ('1817', 1), ('1818', 5), ('1819', 19), ('1820', 10), ('1821', 25), ('1822', 11), ('1823', 8), ('1824', 46), ('1825', 1), ('1826', 8), ('1827', 5), ('1828', 4), ('1829', 4), ('1830', 8), ('1831', 8), ('1832', 14), ('1833', 6), ('1834', 16), ('1835', 10), ('1836', 26), ('1837', 60), ('1838', 21), ('1839', 27), ('1840', 22), ('1841', 6), ('1842', 17), ('1843', 25), ('1844', 9), ('1845', 13), ('1846', 23), ('1847', 62), ('1848', 39), ('1849', 50), ('1850', 22), ('1851', 71), ('1852', 13), ('1853', 32), ('1854', 17), ('1855', 14), ('1856', 25), ('1857', 20), ('1858', 32), ('1859', 24), ('1860', 21), ('1861', 27), ('1862', 12), ('1863', 10), ('1864', 15), ('1865', 29), ('1866', 54), ('1867', 23), ('1868', 58), ('1869', 31), ('1870', 30), ('1871', 42), ('1872', 33), ('1873', 74), ('1874', 71), ('1875', 31), ('1876', 40), ('1877', 86), ('1878', 47), ('1879', 65), ('1880', 35), ('1881', 67), ('1882', 67), ('1883', 112), ('1884', 73), ('1885', 74), ('1886', 62), ('1887', 53), ('1888', 134), ('1889', 65), ('1890', 64), ('1891', 139), ('1892', 108), ('1893', 182), ('1894', 125), ('1895', 120), ('1896', 167), ('1897', 176), ('1898', 134), ('1899', 209), ('1900', 323), ('1901', 230), ('1902', 174), ('1903', 219), ('1904', 200), ('1905', 193), ('1906', 180), ('1907', 120), ('1908', 212), ('1909', 150), ('1910', 169), ('1911', 98), ('1912', 153), ('1913', 189), ('1914', 191), ('1915', 90), ('1916', 149), ('1917', 56), ('1918', 33), ('1919', 64), ('1920', 92), ('1921', 160), ('1922', 224), ('1923', 167), ('1924', 86), ('1925', 143), ('1926', 121), ('1927', 39), ('1928', 118), ('1929', 126), ('1930', 97), ('1931', 128), ('1932', 58), ('1933', 93), ('1934', 214), ('1935', 129), ('1936', 68), ('1937', 102), ('1938', 65), ('1939', 86), ('1940', 54), ('1941', 31), ('1942', 103), ('1943', 102), ('1944', 82), ('1945', 65), ('1946', 131), ('1947', 150), ('1948', 118), ('1949', 133), ('1950', 98), ('1951', 143), ('1952', 58), ('1953', 67), ('1954', 110), ('1955', 122), ('1956', 388), ('1957', 126), ('1958', 100), ('1959', 71), ('1960', 166), ('1961', 145), ('1962', 167), ('1963', 131), ('1964', 75), ('1965', 139), ('1966', 169), ('1967', 178), ('1968', 198), ('1969', 173), ('1970', 187), ('1971', 135), ('1972', 153), ('1973', 99), ('1974', 203), ('1975', 111), ('1976', 129), ('1977', 108), ('1978', 122), ('1979', 104), ('1980', 105), ('1981', 136), ('1982', 161), ('1983', 171), ('1984', 122), ('1985', 219), ('1986', 129), ('1987', 139), ('1988', 191), ('1989', 158), ('1990', 216), ('1991', 167), ('1992', 235), ('1993', 261), ('1994', 262), ('1995', 220), ('1996', 299), ('1997', 329), ('1998', 287), ('1999', 260), ('2000', 488), ('2001', 364), ('2002', 435), ('2003', 627), ('2004', 922), ('2005', 626), ('2006', 943), ('2007', 1539), ('2008', 2616)]
pick	neither	25465	[('1742', 4), ('1751', 4), ('1752', 4), ('1754', 3), ('1760', 4), ('1768', 3), ('1770', 8), ('1771', 1), ('1775', 1), ('1787', 2), ('1793', 2), ('1797', 8), ('1800', 1), ('1802', 10), ('1803', 3), ('1804', 8), ('1806', 2), ('1807', 8), ('1811', 2), ('1812', 8), ('1818', 2), ('1821', 15), ('1822', 21), ('1824', 16), ('1825', 1), ('1826', 23), ('1828', 2), ('1829', 24), ('1830', 2), ('1832', 13), ('1833', 3), ('1834', 5), ('1836', 25), ('1837', 20), ('1838', 16), ('1839', 16), ('1840', 9), ('1841', 50), ('1842', 30), ('1843', 10), ('1844', 13), ('1845', 40), ('1846', 18), ('1847', 9), ('1848', 36), ('1849', 66), ('1850', 80), ('1851', 56), ('1852', 41), ('1853', 29), ('1854', 52), ('1855', 6), ('1856', 38), ('1857', 66), ('1858', 77), ('1859', 28), ('1860', 17), ('1861', 50), ('1862', 15), ('1863', 6), ('1864', 115), ('1865', 48), ('1866', 40), ('1867', 23), ('1868', 30), ('1869', 24), ('1870', 47), ('1871', 90), ('1872', 50), ('1873', 60), ('1874', 95), ('1875', 100), ('1876', 101), ('1877', 51), ('1878', 45), ('1879', 65), ('1880', 16), ('1881', 91), ('1882', 44), ('1883', 94), ('1884', 124), ('1885', 105), ('1886', 67), ('1887', 168), ('1888', 99), ('1889', 75), ('1890', 243), ('1891', 131), ('1892', 160), ('1893', 107), ('1894', 70), ('1895', 120), ('1896', 93), ('1897', 79), ('1898', 164), ('1899', 192), ('1900', 171), ('1901', 162), ('1902', 163), ('1903', 244), ('1904', 108), ('1905', 212), ('1906', 114), ('1907', 88), ('1908', 183), ('1909', 111), ('1910', 184), ('1911', 178), ('1912', 72), ('1913', 108), ('1914', 87), ('1915', 114), ('1916', 181), ('1917', 216), ('1918', 56), ('1919', 149), ('1920', 129), ('1921', 179), ('1922', 174), ('1923', 84), ('1924', 62), ('1925', 92), ('1926', 120), ('1927', 137), ('1928', 112), ('1929', 95), ('1930', 133), ('1931', 111), ('1932', 44), ('1933', 66), ('1934', 205), ('1935', 102), ('1936', 40), ('1937', 144), ('1938', 38), ('1939', 109), ('1940', 163), ('1941', 97), ('1942', 84), ('1943', 62), ('1944', 77), ('1945', 31), ('1946', 93), ('1947', 118), ('1948', 96), ('1949', 142), ('1950', 161), ('1951', 139), ('1952', 101), ('1953', 136), ('1954', 60), ('1955', 79), ('1956', 265), ('1957', 121), ('1958', 143), ('1959', 90), ('1960', 168), ('1961', 167), ('1962', 183), ('1963', 296), ('1964', 151), ('1965', 39), ('1966', 125), ('1967', 154), ('1968', 189), ('1969', 127), ('1970', 102), ('1971', 78), ('1972', 147), ('1973', 166), ('1974', 163), ('1975', 77), ('1976', 83), ('1977', 71), ('1978', 46), ('1979', 64), ('1980', 116), ('1981', 105), ('1982', 177), ('1983', 82), ('1984', 77), ('1985', 93), ('1986', 167), ('1987', 95), ('1988', 141), ('1989', 197), ('1990', 108), ('1991', 128), ('1992', 198), ('1993', 162), ('1994', 377), ('1995', 172), ('1996', 194), ('1997', 248), ('1998', 187), ('1999', 164), ('2000', 332), ('2001', 558), ('2002', 331), ('2003', 436), ('2004', 666), ('2005', 501), ('2006', 716), ('2007', 1378), ('2008', 3070)]
pick	instrument	25156	[('1742', 5), ('1751', 5), ('1752', 4), ('1754', 2), ('1760', 5), ('1768', 2), ('1770', 10), ('1787', 7), ('1793', 4), ('1797', 10), ('1798', 6), ('1802', 8), ('1803', 4), ('1804', 7), ('1805', 2), ('1806', 17), ('1807', 4), ('1808', 1), ('1811', 4), ('1812', 4), ('1813', 2), ('1814', 1), ('1818', 1), ('1821', 21), ('1822', 13), ('1823', 8), ('1824', 13), ('1825', 2), ('1826', 23), ('1827', 2), ('1828', 1), ('1829', 4), ('1830', 15), ('1831', 9), ('1832', 26), ('1833', 4), ('1834', 22), ('1836', 36), ('1837', 11), ('1838', 12), ('1839', 6), ('1840', 28), ('1841', 52), ('1842', 46), ('1843', 14), ('1844', 33), ('1845', 71), ('1846', 32), ('1847', 18), ('1848', 29), ('1849', 73), ('1850', 81), ('1851', 46), ('1852', 69), ('1853', 46), ('1854', 51), ('1855', 24), ('1856', 37), ('1857', 55), ('1858', 27), ('1859', 22), ('1860', 35), ('1861', 65), ('1862', 20), ('1863', 17), ('1864', 45), ('1865', 9), ('1866', 28), ('1867', 12), ('1868', 35), ('1869', 22), ('1870', 36), ('1871', 38), ('1872', 43), ('1873', 52), ('1874', 110), ('1875', 71), ('1876', 31), ('1877', 51), ('1878', 61), ('1879', 61), ('1880', 8), ('1881', 57), ('1882', 52), ('1883', 46), ('1884', 91), ('1885', 118), ('1886', 87), ('1887', 123), ('1888', 129), ('1889', 48), ('1890', 149), ('1891', 94), ('1892', 116), ('1893', 109), ('1894', 88), ('1895', 132), ('1896', 88), ('1897', 158), ('1898', 260), ('1899', 128), ('1900', 244), ('1901', 261), ('1902', 248), ('1903', 159), ('1904', 143), ('1905', 197), ('1906', 93), ('1907', 100), ('1908', 150), ('1909', 87), ('1910', 108), ('1911', 104), ('1912', 100), ('1913', 112), ('1914', 92), ('1915', 61), ('1916', 101), ('1917', 71), ('1918', 137), ('1919', 94), ('1920', 109), ('1921', 109), ('1922', 197), ('1923', 89), ('1924', 61), ('1925', 52), ('1926', 64), ('1927', 122), ('1928', 71), ('1929', 85), ('1930', 178), ('1931', 80), ('1932', 52), ('1933', 78), ('1934', 227), ('1935', 78), ('1936', 78), ('1937', 107), ('1938', 60), ('1939', 110), ('1940', 125), ('1941', 29), ('1942', 102), ('1943', 62), ('1944', 91), ('1945', 53), ('1946', 77), ('1947', 57), ('1948', 48), ('1949', 127), ('1950', 132), ('1951', 94), ('1952', 86), ('1953', 200), ('1954', 85), ('1955', 82), ('1956', 401), ('1957', 144), ('1958', 84), ('1959', 87), ('1960', 166), ('1961', 143), ('1962', 182), ('1963', 254), ('1964', 104), ('1965', 63), ('1966', 144), ('1967', 216), ('1968', 154), ('1969', 114), ('1970', 80), ('1971', 70), ('1972', 220), ('1973', 156), ('1974', 137), ('1975', 108), ('1976', 57), ('1977', 88), ('1978', 52), ('1979', 100), ('1980', 131), ('1981', 74), ('1982', 198), ('1983', 108), ('1984', 91), ('1985', 83), ('1986', 206), ('1987', 110), ('1988', 156), ('1989', 224), ('1990', 142), ('1991', 106), ('1992', 158), ('1993', 212), ('1994', 392), ('1995', 231), ('1996', 178), ('1997', 468), ('1998', 214), ('1999', 192), ('2000', 270), ('2001', 403), ('2002', 317), ('2003', 489), ('2004', 754), ('2005', 616), ('2006', 776), ('2007', 1323), ('2008', 2971)]
pick	no_with	13286	[('1755', 2), ('1801', 9), ('1803', 27), ('1806', 1), ('1808', 9), ('1816', 2), ('1822', 2), ('1824', 2), ('1825', 4), ('1826', 1), ('1828', 1), ('1829', 1), ('1830', 59), ('1831', 25), ('1832', 1), ('1833', 3), ('1835', 2), ('1837', 20), ('1838', 1), ('1840', 2), ('1841', 3), ('1843', 1), ('1844', 3), ('1845', 2), ('1846', 21), ('1847', 38), ('1848', 16), ('1849', 2), ('1850', 24), ('1851', 21), ('1852', 1), ('1853', 48), ('1854', 21), ('1855', 1), ('1856', 6), ('1857', 5), ('1858', 27), ('1859', 15), ('1860', 13), ('1862', 14), ('1863', 4), ('1864', 12), ('1865', 11), ('1867', 37), ('1869', 72), ('1870', 3), ('1871', 5), ('1872', 21), ('1873', 8), ('1875', 48), ('1876', 33), ('1877', 128), ('1878', 2), ('1879', 42), ('1880', 44), ('1882', 50), ('1883', 45), ('1884', 46), ('1885', 11), ('1886', 42), ('1887', 128), ('1888', 30), ('1889', 53), ('1890', 66), ('1891', 296), ('1892', 55), ('1893', 150), ('1894', 73), ('1895', 12), ('1896', 37), ('1897', 74), ('1898', 87), ('1899', 82), ('1900', 117), ('1901', 70), ('1902', 227), ('1903', 104), ('1904', 67), ('1905', 39), ('1906', 194), ('1907', 243), ('1908', 93), ('1909', 177), ('1910', 50), ('1911', 57), ('1912', 17), ('1913', 24), ('1914', 74), ('1915', 9), ('1916', 44), ('1917', 60), ('1918', 68), ('1919', 20), ('1920', 35), ('1921', 55), ('1922', 84), ('1923', 25), ('1924', 1237), ('1925', 8), ('1926', 6), ('1927', 49), ('1928', 52), ('1929', 62), ('1930', 64), ('1931', 48), ('1932', 58), ('1933', 20), ('1934', 20), ('1935', 42), ('1936', 54), ('1937', 82), ('1938', 53), ('1939', 20), ('1940', 17), ('1941', 21), ('1942', 43), ('1943', 4), ('1944', 19), ('1945', 11), ('1946', 14), ('1947', 36), ('1948', 49), ('1949', 39), ('1950', 22), ('1951', 30), ('1952', 14), ('1953', 64), ('1954', 60), ('1955', 45), ('1956', 11), ('1957', 54), ('1958', 81), ('1959', 35), ('1960', 75), ('1961', 8), ('1962', 302), ('1963', 82), ('1964', 30), ('1965', 34), ('1966', 50), ('1967', 79), ('1968', 67), ('1969', 56), ('1970', 134), ('1971', 84), ('1972', 64), ('1973', 25), ('1974', 42), ('1975', 29), ('1976', 68), ('1977', 75), ('1978', 189), ('1979', 42), ('1980', 27), ('1981', 34), ('1982', 93), ('1983', 138), ('1984', 60), ('1985', 54), ('1986', 108), ('1987', 39), ('1988', 74), ('1989', 67), ('1990', 100), ('1991', 89), ('1992', 118), ('1993', 36), ('1994', 133), ('1995', 66), ('1996', 103), ('1997', 96), ('1998', 63), ('1999', 89), ('2000', 101), ('2001', 150), ('2002', 315), ('2003', 229), ('2004', 532), ('2005', 270), ('2006', 292), ('2007', 492), ('2008', 1023)]
